run,best_epoch,final_train_wer,final_train_cer,final_valid_wer,final_valid_cer,test_wer,test_cer,test_length_ratio,test_empty_ratio,test_blank_ratio
AvgPool r=4,28,0.7991540028199906,0.7271626913492346,0.9970948012232416,0.9323016089446414,0.998466551658041,0.933330478718849,0.27746852787531046,0.03723664870161685,0.9370039505997082
AvgPool r=2,28,0.8950336832210559,0.7719829120683517,0.9986238532110092,0.9415053176983911,0.9973164654015718,0.9428363449516143,0.20330564357283548,0.07545320921117099,0.9743634437725426
Conv1d r=4,5,0.5519348268839104,0.2593449626201495,1.040519877675841,0.8196073084265066,1.0047920260686218,0.9192001370214953,0.21225485998115953,0.0641842234198922,0.848044275189522
