severity,original_wer,original_cer,k1_wer,k1_cer,k2_wer,k2_cer,k4_wer,k4_cer,k6_wer,k6_cer,k8_wer,k8_cer
severe,0.7589928057553957,0.5328151986183074,1.0,0.2,1.0,0.2,1.0,0.2,1.0,0.6,1.0,0.6
