File_path,UTMOS_Overall,DNS_SIG,DNS_BAK,DNS_OVRL
/data/TORGO_DAC_24000/MC03/Session2/wav_arrayMic/0093.wav,1.046875,1.1694467757786797,1.1780536449895973,1.1687872792966902
/data/TORGO_DAC_24000/MC03/Session2/wav_arrayMic/0231.wav,1.0234375,2.927399771555355,3.2731627272389665,2.3334299024750167
/data/TORGO_DAC_24000/MC03/Session2/wav_arrayMic/0014.wav,2.283203125,3.2703286294294935,2.482932141865158,2.300538559962621
/data/TORGO_DAC_24000/MC03/Session2/wav_arrayMic/0111.wav,1.3955078125,3.003517834650301,3.0810623215099446,2.271988801876381
/data/TORGO_DAC_24000/MC03/Session2/wav_arrayMic/0009.wav,1.640625,3.0353778029221896,3.238464455302176,2.470732797291059
/data/TORGO_DAC_24000/MC03/Session2/wav_arrayMic/0067.wav,1.59765625,1.638899871429439,2.120353083973026,1.2603829590555713
/data/TORGO_DAC_24000/MC03/Session2/wav_arrayMic/0021.wav,1.62890625,3.0927121524928487,2.7750908005871953,2.2073645641046094
/data/TORGO_DAC_24000/MC03/Session2/wav_arrayMic/0289.wav,0.8623046875,3.0621288679661514,3.4014486281615426,2.522584814736659
/data/TORGO_DAC_24000/MC03/Session2/wav_arrayMic/0046.wav,1.33984375,2.013016335749549,1.9338369605404906,1.47914568841243
/data/TORGO_DAC_24000/MC03/Session2/wav_arrayMic/0113.wav,2.294921875,3.40365488974158,2.9961044989833696,2.584057998234101
/data/TORGO_DAC_24000/MC03/Session2/wav_arrayMic/0183.wav,1.94921875,3.1130925280818986,2.7388945040919093,2.2259176416722
/data/TORGO_DAC_24000/MC03/Session2/wav_arrayMic/0182.wav,1.271484375,2.832996573279104,3.2886230980088826,2.3684864300488893
/data/TORGO_DAC_24000/MC03/Session2/wav_arrayMic/0027.wav,1.71484375,3.505889449107483,3.287064529808093,2.8825840167513594
/data/TORGO_DAC_24000/MC03/Session2/wav_arrayMic/0017.wav,2.3984375,3.4653770170429254,3.1513704695522096,2.7502368882781987
/data/TORGO_DAC_24000/MC03/Session2/wav_arrayMic/0112.wav,1.658203125,3.0064519046852913,2.217164064704348,1.905486182972703
/data/TORGO_DAC_24000/MC03/Session2/wav_arrayMic/0255.wav,1.330078125,2.7055526414297617,2.983734216596013,2.087539452553954
/data/TORGO_DAC_24000/MC03/Session2/wav_arrayMic/0172.wav,1.0859375,3.356672540830391,2.907612773361605,2.4856698881081427
/data/TORGO_DAC_24000/MC03/Session2/wav_arrayMic/0253.wav,1.833984375,2.3991241163304715,2.9606293747745327,1.923932240093748
/data/TORGO_DAC_24000/MC03/Session2/wav_arrayMic/0219.wav,1.5322265625,2.819111806585074,3.048649559155379,2.2389628581716505
/data/TORGO_DAC_24000/MC03/Session2/wav_arrayMic/0245.wav,1.3447265625,1.8045950417624035,2.180251363214193,1.6073093435440347
/data/TORGO_DAC_24000/MC03/Session2/wav_arrayMic/0204.wav,1.611328125,3.207383146665191,3.696828469629496,2.8175045130373264
/data/TORGO_DAC_24000/MC03/Session2/wav_arrayMic/0086.wav,1.9169921875,3.525781126780721,2.9654097271736743,2.7130907338375825
/data/TORGO_DAC_24000/MC03/Session2/wav_arrayMic/0173.wav,1.333984375,2.322224205480585,2.438460392753358,1.8301068622185075
/data/TORGO_DAC_24000/MC03/Session2/wav_arrayMic/0083.wav,1.5361328125,2.144704976684733,2.743010958361254,1.8821073288877657
/data/TORGO_DAC_24000/MC03/Session2/wav_arrayMic/0100.wav,1.4462890625,3.106433638775586,3.0729418079541966,2.3611965903033134
/data/TORGO_DAC_24000/MC03/Session2/wav_arrayMic/0146.wav,1.587890625,2.5684911265432127,3.248647843655237,2.164496587720107
/data/TORGO_DAC_24000/MC03/Session2/wav_arrayMic/0015.wav,1.2666015625,2.910409384263731,2.928384619471706,2.227409103545173
/data/TORGO_DAC_24000/MC03/Session2/wav_arrayMic/0218.wav,1.9599609375,3.389176527556785,3.1200563392308363,2.6822211772909896
/data/TORGO_DAC_24000/MC03/Session2/wav_arrayMic/0057.wav,1.3310546875,2.923562437598855,3.3055481418603123,2.4437353942762865
/data/TORGO_DAC_24000/MC03/Session2/wav_arrayMic/0214.wav,1.4677734375,1.397336063056379,1.3762176043990575,1.1953536066973889
/data/TORGO_DAC_24000/MC03/Session2/wav_arrayMic/0272.wav,0.92626953125,3.2876283953363417,3.1860723628184915,2.5763946735902796
/data/TORGO_DAC_24000/MC03/Session2/wav_arrayMic/0164.wav,2.091796875,3.187989516763688,3.0515543113797787,2.5356509918265537
/data/TORGO_DAC_24000/MC03/Session2/wav_arrayMic/0005.wav,1.30859375,1.4497772817442791,1.52394541562257,1.2650307664634266
/data/TORGO_DAC_24000/MC03/Session2/wav_arrayMic/0071.wav,1.3798828125,2.907231256837583,3.006502064019616,2.2519052640569868
/data/TORGO_DAC_24000/MC03/Session2/wav_arrayMic/0276.wav,1.89453125,2.0748001661769355,1.8495857239466988,1.528293207204226
/data/TORGO_DAC_24000/MC03/Session2/wav_arrayMic/0288.wav,1.3291015625,1.1708250630235164,1.184750443464424,1.0977167280138929
/data/TORGO_DAC_24000/MC03/Session2/wav_arrayMic/0037.wav,1.90234375,3.4901795009311147,3.2269089037774807,2.801159675932608
/data/TORGO_DAC_24000/MC03/Session2/wav_arrayMic/0275.wav,1.8828125,3.4815946384242795,3.08215172785773,2.691171135395739
/data/TORGO_DAC_24000/MC03/Session2/wav_arrayMic/0096.wav,1.2998046875,3.071217908004281,2.8635720631990336,2.277674864393403
