Model_Type,Sample_Rate,File_Name,pesq,stoi
44khz,44100,0016.wav,3.789123058319092,0.8605394394751216
44khz,44100,0016.wav,3.9279086589813232,0.9454810892747014
44khz,44100,0016.wav,3.9986767768859863,0.8932082678261003
44khz,44100,0016.wav,3.8887126445770264,0.8506488515287833
44khz,44100,0016.wav,3.214630365371704,0.8530285020167505
44khz,44100,0016.wav,4.224148273468018,0.9616950280559594
44khz,44100,0016.wav,4.020779132843018,0.9024334136639753
44khz,44100,0016.wav,4.021944999694824,0.8600061453821812
44khz,44100,0016.wav,4.099770545959473,0.9198086644386206
44khz,44100,0016.wav,3.9416258335113525,0.8238520467323345
44khz,44100,0016.wav,4.026401996612549,0.9767803033913316
44khz,44100,0016.wav,3.366495132446289,0.9390973535782968
44khz,44100,0016.wav,3.9415783882141113,0.8799547897612802
44khz,44100,0016.wav,4.038612365722656,0.8470669419394161
44khz,44100,0016.wav,3.936203718185425,0.9481958646415463
44khz,44100,0016.wav,3.963233232498169,0.8309133568601251
44khz,44100,0016.wav,4.01206636428833,0.924367005419451
44khz,44100,0016.wav,2.492037296295166,0.9206880301728866
44khz,44100,0016.wav,3.8978617191314697,0.7698151141515506
44khz,44100,0016.wav,4.174620628356934,0.9163467619784081
44khz,44100,0016.wav,3.677020311355591,0.9494579439711024
44khz,44100,0016.wav,3.2748734951019287,0.9101741457483391
44khz,44100,0016.wav,3.8572475910186768,0.8494395621014673
44khz,44100,0016.wav,4.109129905700684,0.9766426938099599
44khz,44100,0016.wav,3.566685438156128,0.9320195302579561
44khz,44100,0016.wav,3.869720697402954,0.8859003730640543
44khz,44100,0016.wav,3.5571320056915283,0.8452325646506965
44khz,44100,0016.wav,3.9207613468170166,0.8924622236219754
44khz,44100,0016.wav,3.5238537788391113,0.9730928818843555
44khz,44100,0016.wav,3.776667833328247,0.9260062677439412
44khz,44100,0016.wav,3.6728954315185547,0.8309934051941951
44khz,44100,0016.wav,4.070210933685303,0.9037136293699042
44khz,44100,0016.wav,3.927673101425171,0.8812533293042851
44khz,44100,0016.wav,4.08335542678833,0.8303908206532244
44khz,44100,0016.wav,4.097305774688721,0.8360137827695682
44khz,44100,0016.wav,3.310206413269043,0.9233964741629365
44khz,44100,0016.wav,3.727954149246216,0.9102714315366385
44khz,44100,0016.wav,3.9584455490112305,0.8720734293109346
44khz,44100,0016.wav,3.73348331451416,0.8770296013030889
44khz,44100,0016.wav,3.6790170669555664,0.9265401515455381
44khz,44100,0016.wav,2.8163106441497803,0.8384773303574498
44khz,44100,0016.wav,4.181858062744141,0.8157539565551003
44khz,44100,0016.wav,3.7783050537109375,0.8266354043578358
44khz,44100,0016.wav,3.7801902294158936,0.9249932555682011
44khz,44100,0016.wav,3.9376354217529297,0.9188726452320551
44khz,44100,0016.wav,3.5470173358917236,0.8945527628091532
44khz,44100,0016.wav,3.997102975845337,0.8880239966407754
44khz,44100,0016.wav,3.6885340213775635,0.8750926337467284
44khz,44100,0016.wav,4.058209419250488,0.8109075206538345
