severity,original_wer,original_cer,k1_wer,k1_cer,k2_wer,k2_cer,k4_wer,k4_cer,k6_wer,k6_cer,k8_wer,k8_cer
severe,0.9315789473684211,0.5472705216336433,1.5996491228070175,1.1699959563283462,1.4466666666666668,1.0060655074807925,1.2585964912280703,0.8380105135463001,1.0589473684210526,0.7003639304488476,0.9473684210526315,0.6187626364739183
